track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
oc (aslında alkol hala damarımda),kilink,4bPBhZBFJ2OR6VoRa09Cj0,0.593,0.284,4,-12.263,1,0.039,0.628,2.99e-06,0.11,0.104,147.403,4,N,2
de ballade van flemmingrad,benja bruijning,15UNgeylvvmt6GNmIyLIDt,0.638,0.231,2,-12.541,1,0.0618,0.96,0.0,0.092,0.654,109.022,3,N,2
willie 'blackie' johnson,bret ernst,3hK57X5Ob6QP4xJpDFZvqR,0.63,0.614,6,-8.141,1,0.932,0.851,0.0,0.962,0.541,80.019,4,N,5
pisces legs,full of hell,2PW2EHGDd1NrjyeQuuT2mW,0.118,0.789,0,-5.003,1,0.05,1.51e-06,0.814,0.394,0.416,157.836,4,N,3
second chapter,enigma,1mITvds7JRzV7WJhsnGGpn,0.154,0.115,1,-25.371,0,0.0361,0.202,0.931,0.0788,0.0707,70.195,3,N,7
lo mejor de mí,carajo,6mLVlAgFX3uGce1b1XjeA7,0.518,0.511,1,-7.297,1,0.0287,0.249,0.000109,0.0777,0.0533,129.024,4,N,2
barco a venus - en vivo,ana torroja,5yCbczQ276D4j3mLtN6Iqc,0.551,0.906,2,-5.872,0,0.0588,0.067,0.000122,0.937,0.477,156.897,4,N,4
lychnobite,the red pears,4YFYMB1UBKVolmYOiKUtDx,0.325,0.513,2,-8.783,0,0.0374,0.00144,0.747,0.0964,0.124,70.451,4,N,3
death of the god of light,brothers of metal,1OnHeldjfrF6Zx3FnS1zQ5,0.506,0.911,1,-5.341,1,0.0397,1.94e-05,0.0288,0.335,0.276,112.489,1,N,8
she moved through the fair,méav,6JNS23wmaMWpZflrkGjh07,0.173,0.369,10,-13.554,1,0.0462,0.611,0.0215,0.141,0.0768,170.309,4,N,2
minha luta,oficina g3,6sM30rbZYMZSwsct7qIwv6,0.562,0.619,2,-5.718,1,0.0303,0.00343,0.000325,0.0792,0.171,124.975,4,N,0
hairy caterpillar,amy liz,69t4F5nuUDK8l424dXZQG4,0.45,0.168,10,-9.733,1,0.0266,0.73,0.0,0.0953,0.205,85.567,3,N,2
m.,anıl emre daldal,6wfb4nI2Vih263JqC8WSoW,0.575,0.366,1,-13.644,0,0.0281,0.568,0.957,0.129,0.444,100.004,4,N,3
matkar maya ko ahankar,kabir cafe,18dts4OqWOQTGFlMTGodkk,0.797,0.515,1,-6.289,1,0.0257,0.614,1.32e-05,0.138,0.612,107.48,1,N,8
forma 2000,nicola conte,1COMHmcNuwD1U2ksQkgl7C,0.532,0.984,9,-6.799,0,0.0507,0.0618,0.0861,0.118,0.765,194.947,4,N,1
house of wolves,my chemical romance,7j2Bmzpnf6RwEWEQ2sv8Ho,0.445,0.977,0,-2.674,1,0.0995,0.000347,0.0235,0.126,0.239,105.825,4,N,0
世界のつづき,ado,5J4Be2G6Dx8jQz2oEPZIrC,0.368,0.327,9,-7.331,1,0.029,0.406,0.0,0.103,0.21,75.209,4,N,2
la tulumbana,carlos di fulvio,1VOXRL1bcfR0xOjJWA55p2,0.62,0.445,2,-8.625,0,0.0486,0.847,9.12e-05,0.117,0.679,147.013,3,N,2
rock'n me,steve miller band,3OPBc7UI8897LoM4KsTPT2,0.529,0.854,4,-4.992,1,0.0362,0.0579,0.0,0.225,0.961,129.381,4,N,6
jack your body,j.m. silk,7wEH0VPwRk4y0GWa6cxCDY,0.805,0.765,10,-8.301,0,0.0674,0.0107,0.327,0.23,0.909,121.904,4,N,1
hand me down world,the guess who,5WOJuP8YyDD7TSeL5miBDt,0.432,0.783,0,-4.349,1,0.0387,0.402,0.0,0.67,0.948,201.694,4,N,4
twisted,oscar hollis,1vuLMF20jm8Y0bupcAf1FR,0.458,0.271,1,-9.598,1,0.0982,0.674,0.916,0.117,0.0395,81.858,4,N,7
someday my day will come,george jones,4uvsg5eP4U0pc3awOgmX8r,0.55,0.247,7,-14.927,1,0.0265,0.882,0.000331,0.191,0.346,76.455,4,N,2
potřebujem další válku,reznik,48VOu2oGpXg9gA7K9NxAjQ,0.776,0.697,6,-6.594,1,0.108,0.0384,0.0,0.748,0.347,92.548,4,N,4
someday,roy davis jr.,2GWSwzVgURDhJhOHPbYFBU,0.839,0.517,6,-13.131,0,0.0556,0.0124,0.0584,0.103,0.795,110.068,4,N,1
brain scratch,tension prophecy,1lgqemZ33dy7SBhJ3ZOcm8,0.417,0.961,1,-6.332,1,0.091,6.48e-05,0.85,0.209,0.233,109.998,4,N,3
tourniquet,marilyn manson,2YGwSRjcY4Hjz6fktW9619,0.541,0.854,5,-7.066,0,0.0426,0.00109,0.000199,0.781,0.381,90.066,4,N,4
was macht einen könig aus,patrick stanke,2BxtysHaWJt9a4CeeE6tEp,0.439,0.458,1,-5.741,1,0.0369,0.773,1.34e-05,0.0931,0.166,69.559,3,N,2
the black expression,"sarah, the illstrumentalist",4I1cK30LsgAdJjNJAVxWGE,0.842,0.501,11,-9.622,1,0.178,0.312,0.798,0.0982,0.781,115.492,4,N,6
mambo no. 5 (a little bit of...),lou bega,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,4,N,1
killing time,(hed) p.e.,7J6FexHtHr5kaUUmdHtxZT,0.539,0.927,1,-5.728,0,0.128,0.00359,6.64e-06,0.0447,0.268,90.688,4,N,1
growing pains,alessia cara,2N6bB5ck67CNILInUX1Ctw,0.353,0.753,1,-6.277,0,0.74,0.0833,0.0,0.383,0.432,191.142,4,N,5
victims,culture club,7Fvd99niN50w4auw0MOTqK,0.423,0.393,8,-10.008,1,0.0312,0.673,0.0,0.0917,0.343,126.362,4,N,2
wearin' out your walkin' shoes - non-session demo,hank williams,6T8bd8yiBlgJ3AqyfnVR2v,0.684,0.295,0,-11.713,1,0.0365,0.888,1.02e-06,0.0885,0.776,102.891,4,N,2
crippy weed,the supervillains,4fw14C2fAIZVfNnzHEjJt3,0.753,0.546,2,-13.327,1,0.11,0.00115,0.0,0.0627,0.589,89.964,4,N,6
godspeed - stripped,wage war,6Uc8jX6pNQW9DVNmzLxOFF,0.563,0.764,2,-4.663,0,0.0308,4.18e-05,0.0,0.306,0.326,114.984,4,N,1
aqualung,morcheeba,3xunD9hmENcJXNwefl8ydI,0.722,0.62,11,-8.471,0,0.0288,0.144,0.176,0.617,0.86,92.606,4,N,1
landing pad,beat oven,6LH1XvONpFEx4FAdB960Au,0.492,0.31,5,-13.167,0,0.0373,0.246,0.946,0.104,0.367,83.366,5,N,3
night bus,gabrielle aplin,52qHiLj9fJcotA8Fo7rSt1,0.458,0.815,1,-7.16,0,0.0515,0.00374,1.07e-05,0.115,0.362,118.226,4,N,1
waterfalls,death cab for cutie,6p8ZhmQS4fia0j93S2M3Fj,0.483,0.436,8,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842,4,N,2
figured u out,thuy,31sZ3f4En15JbGW4uIEH7D,0.747,0.446,11,-10.032,1,0.0603,0.225,0.0,0.155,0.642,122.023,4,N,6
eternal roamer,enøs,4rEcDCYhXh7vtaZH9mQWi4,0.753,0.831,1,-11.248,1,0.0378,0.00102,0.856,0.112,0.0358,124.986,4,N,3
bigmouth strikes again,the smiths,2OErSh4oVVAUll0vHxdr6p,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,4,N,4
way to fall,starsailor,5CyKO0xcyDqexTfvQLwufF,0.328,0.337,2,-11.001,0,0.0279,0.215,9.47e-05,0.117,0.207,140.571,3,N,2
cocaine,eric clapton,3ykSdTGmYPFl8pDBXer1zG,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,4,N,6
góry moje góry,kordian,4aRnmlJBznYYXDCzEZWJnA,0.64,0.895,0,-5.817,1,0.152,0.0193,0.0,0.447,0.931,142.986,4,N,6
duel of the fates - epic version,samuel kim,7ioUpp0YA61DGu1sh88loF,0.417,0.638,4,-8.437,0,0.058,0.724,0.841,0.108,0.147,150.134,4,N,3
bar exposición,carlos di sarli,2sNKxKZrkuFqJoiR2cEKuq,0.779,0.295,10,-9.111,1,0.0404,0.713,0.545,0.0871,0.496,118.361,4,N,2
squash,lil dusty g,4rUawbJ9qurU9Rb3NpT4kH,0.703,0.653,11,-3.969,0,0.0376,0.0543,1.27e-05,0.345,0.414,148.02,4,N,1
2 temps,zikxo,53qvkvZ7xuA3b6tDw6A3kf,0.674,0.792,1,-4.528,1,0.51,0.481,0.000659,0.295,0.826,90.983,4,N,6
sticks and stones,soilent green,2Aa8iTSUEmFw7Aw4b9TuiE,0.342,0.973,1,-6.807,1,0.228,0.00101,0.791,0.443,0.26,110.114,4,N,3
the quality of mercy,max richter,6qWKxzkGaEnYavQeKwa7KV,0.114,0.11,8,-19.848,1,0.0378,0.933,0.871,0.0957,0.0384,76.272,4,N,7
income tax refund dance,omar s,2mxUr9xsVoNM6g5GJ6FOAl,0.808,0.314,5,-10.28,0,0.118,0.0213,0.919,0.107,0.549,124.006,4,N,3
la reina de uxmal,pxndx,1QCvMF4Hq88nA36Rek7y05,0.529,0.616,1,-4.439,1,0.0263,0.415,0.0,0.0922,0.294,113.181,4,N,6
havah nagila,ivan rebroff,0jVLRO1o0ElultWoYP447a,0.369,0.276,5,-12.711,0,0.0421,0.989,0.484,0.125,0.382,91.284,4,N,7
すべてへ,19,39fRhvrD5Hy1SYg7OJIk98,0.493,0.776,0,-5.143,1,0.0289,0.00027,0.00108,0.361,0.529,78.049,4,N,6
desenvolvendo amor,morada,6jV4DJBIWY4ykbdCcX4Bfu,0.59,0.763,4,-4.833,0,0.0586,0.1,0.0,0.171,0.761,145.005,4,N,1
chillin' it,cole swindell,0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,4,N,6
herida de amor,claudio estrada,4ofZGZEYPOa8UvJ7wrOpQL,0.59,0.188,10,-15.248,1,0.0337,0.924,0.0182,0.165,0.704,94.867,4,N,2
fancy,twice,2qQpFbqqkLOGySgNK8wBXt,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018,4,N,4
five little monkeys,mother goose club,7nomq2qRQrg4ecFxvHLy0c,0.853,0.461,6,-5.568,1,0.0517,0.354,0.0,0.111,0.925,74.918,1,N,8
i thank you,sam & dave,0c2Gc3qrijvGkr0mZ8iKxq,0.818,0.363,10,-14.482,0,0.163,0.358,2.73e-05,0.117,0.804,117.962,4,N,1
the edge of glory,lady gaga,0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,4,N,0
console,zimmz,6hf2PDC9b77VhTmvEwfh9v,0.63,0.649,4,-9.839,0,0.0573,0.00114,0.875,0.0759,0.134,126.995,4,N,3
shamwow,todd glass,2y3fsGt47K6y4lGboeBQCX,0.465,0.919,1,-2.302,0,0.649,0.847,0.0,0.853,0.748,78.252,3,N,5
share the joy,dulces sueños,4EQfxtvhrryDfVoTjl89lj,0.158,0.0457,10,-20.763,1,0.0385,0.977,0.326,0.102,0.0337,74.084,4,N,7
in my heart,kochetkovv,34vriSr2Ra24TqcWQp17HB,0.565,0.218,3,-15.919,0,0.0679,0.927,0.848,0.0902,0.175,186.131,4,N,7
caustique,into the pale abyss,4srUZJMFJEP1YbGRAfTRAS,0.506,0.792,1,-5.793,1,0.0623,7.71e-06,0.905,0.0626,0.242,100.013,4,N,3
freeze me,death from above 1979,1RsZPDpSkbvRFru52KAkZG,0.512,0.724,0,-5.912,1,0.0313,0.000826,0.000155,0.237,0.533,130.033,4,N,6
this track is not called something 2 dance 2,kyle kinane,3qocIndboos2THBl7JXiDJ,0.595,0.806,2,-5.732,1,0.937,0.729,0.0,0.873,0.449,82.933,4,N,5
ben zeki müren,zeki müren,2jOtxETwMjr44r7BIQczDM,0.567,0.525,1,-13.064,1,0.0759,0.588,0.0,0.0886,0.698,105.369,3,N,2
worry for you,greensky bluegrass,2hrUbDYNkBQlSwbUn7RR70,0.543,0.574,9,-12.127,1,0.0315,0.198,0.104,0.28,0.581,124.79,4,N,6
die another day,eyes wide open,40jPnkj4qFJjm5Mtq36SPp,0.439,0.752,8,-8.399,0,0.071,0.00103,6.74e-06,0.06,0.424,160.083,4,N,1
rise up,andra day,0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,4,N,2
oito anos,paula toller,4JeibZnekUcPntatEPghlz,0.826,0.421,0,-9.921,1,0.0574,0.0373,0.157,0.0936,0.601,119.982,4,N,6
non plus ultra,anna-maria zimmermann,4pafzltD7owcqLqoxl1I9W,0.77,0.801,3,-4.938,1,0.117,0.00637,0.000106,0.452,0.764,129.979,4,N,6
broer,jebroer,4eXLmwcHXhaUaTH8NCdH6y,0.532,0.613,9,-8.753,1,0.402,0.0289,0.0,0.166,0.579,173.051,4,N,0
po prostu kochaj,megustar,3KxrE9WkqplFagi78TwRhm,0.768,0.936,0,-5.317,1,0.045,0.00528,0.0,0.345,0.893,141.981,4,N,6
badass,dybbukk,2y73PKtgnWfkGyrqFDy5HN,0.712,0.285,8,-20.518,0,0.0809,0.291,0.733,0.106,0.261,91.402,4,N,7
アンサンぶる,cynhn,6QuHSmnbZCh7ssNKBxE0yE,0.507,0.938,10,-2.5,1,0.103,0.00592,0.00168,0.353,0.719,167.007,4,N,0
bad hands,surgeon,2S9sK5SBremYchpmFAc1lr,0.781,0.985,1,-9.413,1,0.043,0.301,0.802,0.633,0.47,133.974,4,N,4
for a minute there,darrell mccall,1wt6jWpqlVwx6bqr9guw6b,0.504,0.302,2,-11.754,1,0.0269,0.586,0.0613,0.113,0.671,99.054,4,N,2
nobody beats the biz,biz markie,3wjsKgP8x0TG4BVkeSkLnO,0.806,0.772,9,-9.4,0,0.296,0.218,0.0,0.154,0.624,97.218,4,N,1
la medecina,joan sebastian,2KKYlJFyJ8Ozxj7FABxKEg,0.678,0.616,2,-6.723,1,0.0441,0.752,0.000231,0.047,0.689,105.831,4,N,6
higher,lea salonga,3SKdHuxBtHHQlPy0W5AjFI,0.283,0.4,10,-10.381,1,0.0484,0.916,0.0252,0.136,0.335,181.854,4,N,2
homenzinho torto (playback),aline barros,1nO5IooVgtkqV8xn6xhqM4,0.842,0.606,9,-7.176,1,0.0515,0.102,0.0,0.106,0.883,109.997,4,N,6
nikki,worakls,3PAGiKZQwOwVM3Z80b4UAD,0.313,0.652,2,-12.104,0,0.0342,0.291,0.929,0.0843,0.145,126.071,4,N,3
gradient,flowtide,7wUTyuyNTzkUlucrA7fSEF,0.775,0.339,10,-9.39,0,0.106,0.895,0.929,0.103,0.454,136.638,3,N,3
switch,kanine,36kEqcd6yEJF821kAVt8JI,0.82,0.923,11,-1.075,1,0.318,0.000181,0.0261,0.361,0.758,175.083,4,N,6
losing,becky hill,12qUi7H2ERUPPeZ6vsCgHs,0.404,0.913,1,-6.212,0,0.264,0.00055,2.44e-06,0.0869,0.356,213.91,4,N,0
i fucked up,convolk,6ue8qsdLrXbj9UDmhnYkEa,0.645,0.708,5,-6.005,0,0.0382,0.00909,0.000356,0.115,0.282,80.503,4,N,1
pass the dutchie,musical youth,1BkY0N8ChFk2mdLbAUu8ZK,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,4,N,6
handen omhoog,partyfriex,5V2UpZPblgQDcalvrIucG9,0.74,0.93,6,-6.648,1,0.101,0.0337,3.42e-05,0.259,0.825,145.05,4,N,6
o christmas tree,jim brickman,5oR7V4GtVvIdLP9rp17fMb,0.362,0.216,7,-15.409,1,0.0475,0.983,0.923,0.094,0.291,143.243,4,N,7
sommernat,jakob sveistrup,4afs0fTWuNiOs3XyG4sLFg,0.782,0.58,4,-6.872,0,0.077,0.114,0.0,0.0605,0.709,148.05,4,N,1
spacer (the prophet remuxx) - radio edit,frontliner,6vtEsl9RIoYDvwzva2kb12,0.486,0.837,11,-4.661,0,0.0585,0.0475,9.09e-05,0.0845,0.153,160.046,4,N,0
rudý ferrari,metyou,4f9nEy7AZRCGqZxoDCyq5H,0.662,0.63,1,-9.64,0,0.0862,0.226,0.0,0.144,0.171,149.046,4,N,1
arlington,the wailin' jennys,1R1XNbZDIDEDCi4Y16eNQn,0.654,0.295,10,-13.429,1,0.0293,0.768,0.000399,0.112,0.379,116.015,4,N,2
hoje eu sei / a rotina (ao vivo),ícaro e gilmar,4Xv22Qog5z2F3AUhaCtwv2,0.622,0.6,7,-4.957,1,0.0283,0.655,0.0,0.302,0.591,108.799,4,N,6
tokyo escapism,heroku,01pMkUhb1IcsmCYYa99qSZ,0.73,0.223,7,-16.991,1,0.461,0.955,0.946,0.114,0.562,80.018,4,N,7
deixa o verão,los hermanos,2TXO54YCXHrP131SwQ3azF,0.568,0.811,3,-6.509,0,0.0358,0.473,0.0997,0.261,0.966,136.987,4,N,1
as três coroas,marcos antônio,1IxMcTkR2WLBCQv9rjPAbi,0.608,0.421,6,-13.849,1,0.0496,0.499,0.0,0.172,0.553,107.779,4,N,2
popular monster,falling in reverse,4GssB27iJeqmfGxS94Tfij,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4,N,0
ma tu no - live,faber,6H4l43NExDACR03GX4Wiip,0.532,0.453,0,-12.609,1,0.0321,0.439,0.39,0.758,0.427,94.175,4,N,4
sedate dawn,quinn joshua,17dxXweuShPwv4eXAqJMXz,0.0999,0.0273,11,-31.428,1,0.0405,0.91,0.66,0.11,0.117,68.322,3,N,7
have a great day,jack hartmann,5Bz0GjrgRdZuY7PtiCXixl,0.866,0.694,2,-4.939,1,0.296,0.187,0.0,0.0748,0.792,96.991,4,N,6
blue,deluxe,2g8Aw9v2IdLEYrGXQbMYtw,0.743,0.347,5,-11.595,1,0.196,0.285,0.919,0.0799,0.393,85.019,4,N,3
rat race,disfear,1xi0HFAsNfM5t0v7sFqkU2,0.319,0.993,8,-4.993,1,0.136,1.47e-06,0.151,0.405,0.259,117.598,4,N,0
濕濕的夢,my little airport,22EmT9IMWN5nphvqz4oG80,0.439,0.577,0,-8.309,1,0.029,0.287,0.00058,0.154,0.661,67.285,4,N,6
me voy,los victorios,0SFETrpna5wpB1ibBPPyWI,0.638,0.869,6,-5.137,1,0.06,0.0141,0.0,0.11,0.953,172.001,4,N,6
sniper gang freestyle pt. 2,22gz,1QQa1xdCx4t9DUgQH21Xoo,0.884,0.665,8,-5.601,1,0.414,0.0986,0.0,0.0865,0.462,140.997,4,N,6
this city at night,bigricepiano,0ies8iLptgb1tt6mNYp0K2,0.503,0.0536,2,-25.963,1,0.0415,0.993,0.898,0.348,0.109,76.116,4,N,7
calloused,gideon,6QhzpxVOPMeku3Yuz3aeEl,0.555,0.994,6,-2.139,1,0.0909,0.00122,0.0,0.362,0.318,114.956,4,N,0
blow my brains out,tikkle me,4ZlQzskKkK4jsbcqO96luB,0.55,0.884,9,-5.508,1,0.0363,0.0867,1.55e-05,0.68,0.549,145.029,4,N,4
she,joris delacroix,50umxdDbJnWo2ESmUk9w12,0.804,0.621,0,-8.287,1,0.0444,0.00923,0.862,0.129,0.677,127.004,4,N,3
nothing but a whippoorwill,blue highway,6PprnktjmpGa84jSvxxr2o,0.617,0.605,5,-7.916,1,0.0299,0.494,0.02,0.0597,0.463,125.868,4,N,6
meli (ii),bicep,6nGhGBz7uaE1RngnIFRKep,0.489,0.92,3,-4.746,0,0.0323,0.0376,0.665,0.25,0.215,126.991,4,N,3
quando jesus estendeu sua mão,kemuel,4ElO3MwlHnx4dvnaMFcyGp,0.407,0.312,9,-8.508,1,0.0337,0.887,0.0,0.117,0.328,113.894,4,N,2
watery illumination,dan gibson's solitudes,2eZmCGtI0waxogQEOiznW7,0.328,0.0863,4,-28.055,0,0.0425,0.931,0.842,0.955,0.0674,120.093,4,N,7
cuando pasan las madrugadas,eterna inocencia,2Hxk9BDH2mhZZ0SprtMM4J,0.231,0.949,11,-2.919,0,0.115,0.00234,0.0,0.186,0.59,163.872,4,N,0
betrayal,preston,5v4Y940aOCyYgAnVEZCEbz,0.773,0.763,2,-6.917,1,0.157,0.0441,5.52e-06,0.0838,0.51,85.031,4,N,6
frizzela,guantanamo baywatch,7JiubqQGnzV1gWTY9ZPDLI,0.325,0.609,9,-7.272,1,0.0309,0.308,0.35,0.209,0.196,93.703,4,N,3
the runner,foals,0AS03vnvXv9m0ZFxtuvOBW,0.513,0.953,2,-2.626,0,0.0539,0.0146,3.03e-05,0.112,0.466,104.021,4,N,1
thank you song,fka twigs,6gkqX8E8lPuDIGqH5Fjm5J,0.417,0.332,0,-8.657,0,0.041,0.71,1.96e-05,0.126,0.316,132.987,4,N,2
the sound of the crowd,the human league,44ZIKFdQNivuldITWWDsM5,0.769,0.527,7,-10.153,1,0.0876,0.0059,1.58e-05,0.0383,0.906,145.015,4,N,6
bier bauch baby,lorenz büffel,5ISowUrTuqf0mbeRle9494,0.775,0.923,7,-2.96,1,0.139,0.101,0.0,0.362,0.814,100.052,4,N,6
如果雨之後,eric chou,6kabSi7XCHHGThNme6J2tL,0.315,0.534,6,-5.931,1,0.0332,0.525,0.0,0.171,0.445,136.725,4,N,2
the two things to hate about los angeles,matt braunger,2kPwiMeUaYrE81sVaVCaz6,0.582,0.666,6,-10.433,0,0.935,0.789,0.0,0.63,0.504,77.767,4,N,5
here i am - end title,bryan adams,0gJBPDy458wPeWGHei3TvO,0.581,0.777,8,-7.122,1,0.0296,0.0078,4.04e-05,0.0891,0.162,98.963,4,N,0
mania de pegar mulher / essência da paixão / delírios de amor / derê,thiago soares,53rc6YOwpMnfCGUPrFHUaT,0.671,0.627,0,-8.094,0,0.0522,0.797,1.03e-06,0.263,0.894,99.118,4,N,1
i know,nollex,79AMJyh9oHGXinUaxh6Dd4,0.677,0.383,6,-11.793,0,0.0988,0.797,0.868,0.111,0.965,156.984,4,N,3
hero,skillet,4CbKVDZkYKdv69I4bCaKUq,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,4,N,6
little_a,proem,62uqNxqBY3gHOK4aMIbILx,0.738,0.663,7,-14.664,0,0.0573,0.0605,0.825,0.0749,0.655,129.982,4,N,3
peter pan,motive,1tBdAuEeHQjE48ritKeWVd,0.79,0.655,0,-6.234,0,0.136,0.511,0.0,0.111,0.416,110.018,4,N,1
水上バス,mr.children,17CctHJtelS5iXcpHypYJs,0.523,0.436,5,-7.07,1,0.0283,0.655,2.27e-06,0.247,0.301,143.848,4,N,2
space junk,wang chung,2k84PL3GEmFR9BTJGshjxu,0.786,0.497,7,-12.995,1,0.0513,0.0542,0.265,0.064,0.732,94.776,4,N,6
我們一起離開吧 - live,my little airport,2Zchohvstn3bcCbadISHq3,0.594,0.396,9,-13.856,0,0.0292,0.175,0.00105,0.249,0.631,117.145,3,N,1
tudo entregarei - ao vivo,fernandinho,6AQW8JZmdUpHoW1tdEahPN,0.32,0.614,3,-5.054,1,0.0319,0.515,0.000681,0.144,0.171,143.996,4,N,0
i am the joker,boris brejcha,1fIJOQ8WHufCQkg3BqhfCO,0.8,0.551,9,-10.566,1,0.041,0.000462,0.815,0.119,0.149,125.008,4,N,3
harpo,the black dog,71K3UX7pUd8W0LXwT5S54n,0.549,0.456,3,-14.653,0,0.0397,0.0188,0.0292,0.136,0.873,156.124,4,N,1
being alright,tsunami bomb,4CaA8y2biBaumzlfL2LWGF,0.554,0.98,6,-2.332,0,0.0478,3.92e-06,6.8e-05,0.158,0.79,125.878,4,N,1
what makes a good man?,the heavy,3nGWzFBJ5tMzHWAgs16fK6,0.456,0.803,2,-4.265,1,0.0786,0.000259,0.000368,0.291,0.333,186.15,4,N,0
pride,ray price,0hatfSeow2U2JxpapNvNL2,0.501,0.342,2,-13.237,1,0.0314,0.915,0.0,0.129,0.668,130.411,4,N,2
right in two,tool,0NLDZzVke3Qu7vDhWyGzRk,0.44,0.568,7,-8.54,1,0.0293,0.00442,0.84,0.119,0.248,118.389,3,N,3
sooner or later,breaking benjamin,6VGKfZmYkkMsd2pij0jNiF,0.493,0.843,5,-4.893,0,0.0482,0.0019,0.0086,0.0835,0.416,92.827,4,N,1
mosaic maker,rollin hand,3oOFrBFkh8vvEOhBgzB9PR,0.538,0.404,7,-10.752,0,0.0375,0.721,0.415,0.139,0.117,155.768,4,N,2
milonga cardinal,amores tangos,7oGZ6hTFR1pvN3E9PQ228y,0.693,0.421,4,-9.639,0,0.108,0.311,0.472,0.0844,0.598,105.922,4,N,1
if i back it up,nellie tiger travis,2eQL7ZD5FAgwky6Hab76cP,0.663,0.46,5,-6.178,0,0.264,0.151,0.0,0.0759,0.917,203.151,4,N,1
me gustas,mariano barba,6e3mKhIpIyvUkbeQ0cSLPQ,0.693,0.461,2,-8.051,1,0.0397,0.721,0.000178,0.0722,0.429,147.921,4,N,2
gangwon,marc romboy,17DLSTIq7NxTpcb81UE1Aw,0.739,0.689,10,-10.108,0,0.076,0.0562,0.922,0.111,0.0396,129.982,4,N,3
last christmas,carly rae jepsen,1jjuOT18tPbqXhaxvsBani,0.724,0.645,2,-4.955,1,0.0326,0.391,5.84e-05,0.373,0.516,106.003,4,N,6
yarabbim,orhan gencebay,5TXf2XLpamuB1Xwz4Kc7v5,0.381,0.43,7,-9.565,1,0.0344,0.33,0.0,0.151,0.535,137.901,4,N,2
stand up,the cab,37OjMlwuUVWWmVKrV8CiUQ,0.498,0.702,0,-7.833,1,0.0401,0.0193,3.68e-06,0.0669,0.542,79.3,4,N,6
a viagem,roupa nova,1atdNj5crEBnrTvV9AI3WD,0.502,0.401,9,-11.168,1,0.0276,0.692,0.0,0.0884,0.36,84.8,4,N,2
con y por amor,enrique guzman,2LQU8M7e2SiI9lD172yvCU,0.324,0.531,10,-8.954,1,0.0349,0.566,0.0,0.668,0.433,93.092,4,N,4
island in the sun - live from spotify nyc,weezer,6QuYC4Vcr3myWxZRJxg4NZ,0.689,0.673,5,-7.6,0,0.0287,0.303,0.0,0.723,0.564,113.139,4,N,4
stupid games,teenage bottlerocket,2DmEfGC4Ae3rGKB6mE1bcF,0.484,0.983,7,-4.358,1,0.142,0.00107,0.0,0.275,0.383,95.488,4,N,0
siempre te amare (el guardaespaldas),tropical florida,6Gw2SGaTHRjoLvQbqggYWm,0.479,0.506,0,-6.628,1,0.0333,0.245,6.08e-06,0.0997,0.552,163.723,4,N,6
zone of gold,ryuji imaichi,1gdrNesoUadTXNdVaKS2t3,0.456,0.706,4,-6.391,0,0.119,0.0629,0.0,0.33,0.504,100.049,4,N,1
bubbles - radio mix,mpirgkel,7A9EaHBlR4gLqDzeJGumYa,0.733,0.458,4,-12.526,0,0.105,0.166,1.37e-05,0.0868,0.166,104.981,4,N,1
sleep on it,eddie della siepe,2SgUxBKd0BdwctY3Sv1GIN,0.727,0.489,1,-12.389,1,0.954,0.84,0.0,0.899,0.726,77.549,4,N,5
bugi-vugi - ne sekret,nikolay nikitskiy,6MGlS9t68GIFkcbWIzHcsM,0.576,0.516,0,-8.355,1,0.0556,0.837,2.75e-05,0.0853,0.897,88.175,4,N,6
watch me glow,dolla,738KYBL40NwQNWqBTSZmmu,0.727,0.847,11,-5.284,0,0.118,0.0129,0.000137,0.103,0.205,110.022,4,N,1
primavera,los hermanos,3DeJRsFwGGsX0TC6k4aEWm,0.339,0.624,8,-4.755,1,0.0313,0.421,1.36e-05,0.126,0.408,200.332,3,N,0
sujétate la lengua - remastered,la sonora matancera,58Lp5YEDZxbFbl8PukvcK9,0.715,0.665,7,-6.02,0,0.0776,0.674,0.0296,0.0429,0.763,104.541,4,N,1
